record_id,parent_id,title,artist_client,date,catalogue,roles,credits,public_sources,review_status,corrected_value,owner_notes,display_order
d116,production-engineering-credits,Sun God,DJ Apache,1998 — database edition year,KNIGHT-017,Co-writer / co-producer / engineer: Apache’s Hiani River Break Mix,"[{""title"": ""Sun God (Apache’s Hiani River Break Mix)"", ""scope"": ""B"", ""roles"": [""Co-writer"", ""Co-producer"", ""Engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Chris Hand — co-writer, co-producer and engineer; Lance Cashion — co-writer and co-producer"", ""note"": ""The A-side Melee Deep House Remix is a separate version.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/172934"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d139,production-engineering-credits,Usuaya: The Key,Cliff Tangredi,2000 — database edition year,No catalog number reported,Editor | Mastering engineer,"[{""title"": ""Usuaya: The Key"", ""scope"": ""Whole mix"", ""roles"": [""Editor"", ""Mastering engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Cliff Tangredi — DJ mix"", ""note"": ""The appearance of Shimmer in the tracklist does not establish a separate recording credit for Dixon.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/607357"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d140,production-engineering-credits,Breaks Are Delicious,DJ Spice,2001 — database edition year,No catalog number reported,Mastering engineer,"[{""title"": ""Breaks Are Delicious"", ""scope"": ""Release-level mastering credit"", ""roles"": [""Mastering engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""DJ Spice — DJ mix"", ""note"": ""The shared name does not establish a Friction & Spice group credit.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/732173"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d125,production-engineering-credits,Burning The Candle At Both Ends — LP Sampler,Cass & Slide,March 2002 — database edition date,ERIFLP002,Co-producer: JFOK / All The Freaks | Producer: Sign Your Name,"[{""title"": ""JFOK"", ""scope"": ""A"", ""roles"": [""Co-producer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending.""}, {""title"": ""All The Freaks (Dark Globe Remix)"", ""scope"": ""B"", ""roles"": [""Co-producer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Dark Globe — remixer""}, {""title"": ""Sign Your Name (Neon Heights Vocal Remix)"", ""scope"": ""D"", ""roles"": [""Producer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Neon Heights — remixer; Sam Mollison — vocals"", ""note"": ""No Dixon-specific credit is assigned to C, Spanker, in the reviewed edition.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/34268"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d126,production-engineering-credits,Sign Your Name,Cass/Slide,2002 — database edition year,ERIFTT001,Producer,"[{""title"": ""Sign Your Name"", ""scope"": ""Production credit on the reviewed edition"", ""roles"": [""Producer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Neon Heights — remixes; Sam Mollison — vocals on the Vocal Mix"", ""note"": ""The edition pairs Neon Heights Vocal Mix and Neon Heights Dub Mix. Reported pressing quantities remain unverified and are omitted.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/994703"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d127,production-engineering-credits,Burnt Out EP,Cass & Slide,2002 — database edition year,ERIFX001,Co-engineer: Valium Behaviour,"[{""title"": ""Valium Behaviour"", ""scope"": ""A2"", ""roles"": [""Co-engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Pete Martin — co-engineer"", ""note"": ""The reviewed page does not assign a Dixon-specific credit to Faith Less, Havoc or The Doors (Faith Restored).""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/38453"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d095,production-engineering-credits,Create:Fixate Volume 1,Various artists,December 2005 — database edition date,No catalog number reported,Mastering engineer: Cerulean Blue,"[{""title"": ""Cerulean Blue"", ""scope"": ""Track 12"", ""roles"": [""Mastering engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Gruvhaus vs ColorFreQ — recording artist"", ""note"": ""Kenneth Graham has the whole-album mastering credit. Dixon’s credit is limited to this track.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/646831"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d129,production-engineering-credits,Gravity Pimps E.P.,Matt Xavier / Sean Palm,February 2007 — database vinyl date,RYR006,Mixing engineer,"[{""title"": ""Gravity Pimps E.P."", ""scope"": ""Release-level mixing credit"", ""roles"": [""Mixing engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Sean Palm — Pluce (A); Matt Xavier — Quazy (B) and vinyl mastering"", ""note"": ""Later digital/distributor dates remain separate from the vinyl edition.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/905900"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d130,production-engineering-credits,Mankind,Kyng Nova & Friction,Release date unresolved,B-15,Co-writer | Co-producer,"[{""title"": ""Mankind"", ""scope"": ""Release-level writing and production"", ""roles"": [""Co-writer"", ""Co-producer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Nick Nawrocki — co-writer and co-producer"", ""note"": ""The edition lists Mankind, Dub and Instrumental. An inferred catalog-sequence date is not used as a release date.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/289076"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
d131,production-engineering-credits,Cystamatic,Brian Van Dalen,Release date unresolved,IMP001,Mastering engineer,"[{""title"": ""Cystamatic"", ""scope"": ""Release-level mastering credit"", ""roles"": [""Mastering engineer""], ""evidence"": ""Database credit transcribed in the master; original packaging comparison pending."", ""collaborators"": ""Brian Van Dalen — recording artist"", ""note"": ""The edition lists Main on A and Icabods Dream on B; the release year remains unresolved.""}]","[{""label"": ""Discogs edition record"", ""href"": ""https://www.discogs.com/release/15319731"", ""supports"": ""Edition and credit transcription retained in the master; database evidence.""}]",awaiting-owner-review,,,
navigator,,Navigator,Voyager,"February 27, 2007 — digital release","{""label"": ""Voyager Recordings"", ""catalogNumber"": ""VRG 001 — database reference""}",Artist,[],"[{""label"": ""Apple Music — Navigator"", ""href"": ""https://music.apple.com/us/album/navigator/218408971"", ""supports"": ""Digital release identity, February 27, 2007 date, eleven tracks and Voyager Recordings label; checked September 16, 2026.""}, {""label"": ""MusicBrainz — Navigator"", ""href"": ""https://musicbrainz.org/release/817b7063-c8a0-46ea-b936-e8016c318921"", ""supports"": ""Secondary track sequence, continuous mix and VRG 001 catalog reference.""}, {""label"": ""Discogs — Navigator edition"", ""href"": ""https://www.discogs.com/release/1639669"", ""supports"": ""Edition identity retained in the master, Record 33.""}]",awaiting-owner-review,,,
groove-me-anniversary,,Groove Me (Twenty Fifth Anniversary Remix Edition),DJ’s Friction & Spice,2021 — anniversary edition; exact release date unresolved,"{""label"": ""Voyager Recordings"", ""catalogNumber"": ""003 — database reference""}",Writer | Composer,[],"[{""label"": ""Qobuz — anniversary edition"", ""href"": ""https://www.qobuz.com/us-en/album/groove-me-twenty-fifth-anniversary-remix-edition-djs-friction-spice/hrpm3q05yuzdb"", ""supports"": ""Six tracks, writer/composer and guest-remixer credits; checked September 16, 2026. Copyright dates are not treated as edition release dates.""}, {""label"": ""Discogs — anniversary edition"", ""href"": ""https://www.discogs.com/release/16773015"", ""supports"": ""2021 edition and Voyager Recordings 003 catalog reference retained in the master.""}]",awaiting-owner-review,,,
compilation-appearances,,Compilation appearances,Voyager · Justin Scott Dixon · selected recordings,1997–2006 — edition dates qualified individually,{},Recording artist | Composer | Producer | Remixer,[],"[{""label"": ""Master research — public credit index"", ""href"": ""https://www.discogs.com/artist/17125-Justin-Scott-Dixon"", ""supports"": ""Discovery context; individual entries cite their compilation references.""}]",awaiting-owner-review,,,
d001,compilation-appearances,Sampling the Future,Donald Glaude,1997 — compilation source report,38001-2 — secondary CD reference,Recording artist: Voyager,"[{""title"": ""Ultra Intense"", ""scope"": ""Track position unresolved"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Donald Glaude — compilation / mix artist"", ""note"": ""The source identifies Voyager’s recording; precise mix and edition remain to be checked."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/649308"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d002,compilation-appearances,Bedrock Compiled & Mixed by John Digweed,John Digweed,1999 — compilation source report,INC10CD / UL 1050-2 — separate editions,Writer | Recording artist: Voyager,"[{""title"": ""Time Travel"", ""scope"": ""Disc 2 · track 6"", ""roles"": [""Writer"", ""Recording artist: Voyager""], ""collaborators"": ""John Digweed — compilation / mix artist"", ""note"": ""The source credits Justin Scott Dixon as writer. Part 1/Part 2 identity is not established by the compilation title."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Retained credit transcription"", ""href"": ""https://soundcloud.com/br09402/john-digweed-bedrock-disc-2-1999"", ""supports"": ""Time Travel writer attribution; secondary transcription cited in the master.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/38400"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/release/77826"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d003,compilation-appearances,Tranceport.3 — mix album,Sandra Collins,2000 — compilation source report,Catalog number unresolved,Recording artist: Voyager,"[{""title"": ""Motion"", ""scope"": ""Track 9"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Sandra Collins — compilation / mix artist"", ""note"": ""Full mix-album appearance. The separately photographed vinyl sampler specifies Motion (Stereo Edit); that subtitle is not automatically assigned here."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/642648"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d004,compilation-appearances,Renaissance: Awakening,Dave Seaman,2000 — compilation source report,REN1CD / RENCD1 — source variants,Composer | Recording artist: Voyager,"[{""title"": ""Motion"", ""scope"": ""Disc 2 · track 1"", ""roles"": [""Composer"", ""Recording artist: Voyager""], ""collaborators"": ""Dave Seaman — compilation / mix artist"", ""note"": ""Justin Scott Dixon is credited as composer. Territory date and printed catalog styling remain qualified."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""AllMusic — Awakening"", ""href"": ""https://www.allmusic.com/album/renaissance-awakening-mw0000445545"", ""supports"": ""Track position and composer credit retained in the master.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/96945"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d005,compilation-appearances,Stark Raving Mad — soundtrack album,John Digweed featuring Nick Muir,2003 — compilation source report,90704-2,Writer | Recording artist: Voyager,"[{""title"": ""Time Travel"", ""scope"": ""Disc 2 · track 8"", ""roles"": [""Writer"", ""Recording artist: Voyager""], ""collaborators"": ""John Digweed featuring Nick Muir — compilation / mix artist"", ""note"": ""The 2003 soundtrack album is separate from the film’s 2002 listing. The compilation title does not identify the original Part 1/Part 2 version."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""MusicBrainz — soundtrack edition"", ""href"": ""https://musicbrainz.org/release/bb5af242-4fa6-4eec-91e7-6de33326ca06"", ""supports"": ""Track position and writer credit retained in the master.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/197156"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d009,compilation-appearances,Underground Beats — Series 3 Volume 3,Various artists,1999 — compilation source report,UGB3003,Recording artist: Voyager,"[{""title"": ""Time Travel (Part 2)"", ""scope"": ""Disc 1 · track 5"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Various artists — compilation / mix artist"", ""note"": ""Compilation running time is not used as the original master duration."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/release/588560"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d010,compilation-appearances,UK Underground Beats — Volume 2,Various artists,1999 — compilation source report,UK1002,Recording artist: Voyager,"[{""title"": ""Time Travel (Part 2)"", ""scope"": ""Track position unresolved"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Various artists — compilation / mix artist"", ""note"": ""Separate CD Pool edition from UGB3003; original booklet comparison remains outstanding."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/release/2580844"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d014,compilation-appearances,Underground Beats — Series 3 Volume 7,Various artists,2000 — compilation source report,UGB3007,Recording artist: Voyager,"[{""title"": ""Panic"", ""scope"": ""Disc 2 · track 5"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Various artists — compilation / mix artist"", ""note"": ""The retained retailer listing identifies the track and position; final catalog/booklet verification remains outstanding."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/release/3444963"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d015,compilation-appearances,Cream,Sandra Collins,2001 — compilation source report,Full printed catalog unresolved,Producer,"[{""title"": ""Derangement of the Senses"", ""scope"": ""Track 7"", ""roles"": [""Producer""], ""collaborators"": ""Sandra Collins — compilation / mix artist"", ""note"": ""Producer credit names Justin Scott Dixon. The composition credit is displayed as Justin Scott; its spelling remains for booklet reconciliation."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""AllMusic — Cream"", ""href"": ""https://www.allmusic.com/album/cream-mw0000015604"", ""supports"": ""Track 7 and production credit retained in the master.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/769757"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d016,compilation-appearances,Perfecto Presents… Sandra Collins,Sandra Collins,2003 — compilation source report,90714-2,Recording artist: Voyager,"[{""title"": ""Cosmic Fugue"", ""scope"": ""Disc 1 · track 10"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Sandra Collins — compilation / mix artist"", ""note"": ""Booklet-level writing and production credits remain unverified."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}, {""title"": ""Spectacle"", ""scope"": ""Disc 2 · track 10"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Sandra Collins — compilation / mix artist"", ""note"": ""Distinct from Perfecto Presents Sandra Collins Part 2, issued in 2006."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/278944"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d028,compilation-appearances,The 4 A.M. Sound of Progressive Trance,Jay Ell,2002 — compilation source report,LAK 33695CD,Composer | Producer,"[{""title"": ""Derangement of the Senses"", ""scope"": ""Track 1"", ""roles"": [""Composer"", ""Producer""], ""collaborators"": ""Jay Ell — compilation / mix artist"", ""note"": ""The retained source credits Justin Scott Dixon."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}, {""title"": ""Words of Cavious"", ""scope"": ""Track 4"", ""roles"": [""Composer"", ""Producer""], ""collaborators"": ""Jay Ell — compilation / mix artist"", ""note"": ""Title spelling follows the retained source; original booklet spelling remains unverified."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""AllMusic — The 4 A.M. Sound"", ""href"": ""https://www.allmusic.com/album/the-4-am-sound-of-progressive-trance-mw0000213612"", ""supports"": ""Track names, positions and composer/producer credits retained in the master.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/release/2095502"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d092,compilation-appearances,Northern Exposure: Expeditions,Sasha + John Digweed,1999 — compilation source report,Ultra / INCredible — edition selection pending,Recording artist: Voyager,"[{""title"": ""Pure (Friction’s Groove)"", ""scope"": ""Disc 2 · track 5"", ""roles"": [""Recording artist: Voyager""], ""collaborators"": ""Sasha + John Digweed — compilation / mix artist"", ""note"": ""The placement is distinct from a singles-chart result. The related Cosmic releases retain their own edition identities."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""AllMusic — Expeditions"", ""href"": ""https://www.allmusic.com/album/northern-exposure-expeditions-mw0000666154"", ""supports"": ""Compilation track placement retained in the master.""}, {""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/1441"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d032,compilation-appearances,Global Underground 014: Hong Kong,John Digweed,1999 — compilation source report,Edition catalog unresolved,Remixer,"[{""title"": ""Tribe & Trance (Voyager Remix)"", ""scope"": ""Track position unresolved"", ""roles"": [""Remixer""], ""collaborators"": ""John Digweed — compilation / mix artist"", ""note"": ""Title follows the compilation credit index. The source single also appears under Tribe N Trance / Tribe ’n’ Trance."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/38413"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d033,compilation-appearances,Global Underground Prototype > 3,Seb Fontaine,2000 — compilation source report,Edition catalog unresolved,Remixer,"[{""title"": ""Refined Intricacy ’99 (Voyager Remix)"", ""scope"": ""Track position unresolved"", ""roles"": [""Remixer""], ""collaborators"": ""Seb Fontaine — compilation / mix artist"", ""note"": ""This is the compilation family, separate from the Steel Yard single and unofficial cassette appearances."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/897728"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d036,compilation-appearances,Trance Nation 2001,Various artists,2001 — compilation source report,Edition catalog unresolved,Remixer,"[{""title"": ""Beautiful Strange (Voyager’s Platinum Remix)"", ""scope"": ""Track position unresolved"", ""roles"": [""Remixer""], ""collaborators"": ""Various artists — compilation / mix artist"", ""note"": ""The compilation names the Platinum remix. That does not resolve whether the photographed promo’s differently titled Voyager remix is identical."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/master/956018"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
d039,compilation-appearances,Live Transmissions — reissue,System 7,2006 — compilation source report,AAWCD010,Remixer,"[{""title"": ""High Plains Drifter (Voyager)"", ""scope"": ""Track position unresolved"", ""roles"": [""Remixer""], ""collaborators"": ""System 7 — compilation / mix artist"", ""note"": ""The year describes this reissue, not the original single. Version wording follows the retained compilation index."", ""evidence"": ""Compilation evidence retained in the master; edition and booklet details remain qualified where unresolved.""}]","[{""label"": ""Discogs compilation reference"", ""href"": ""https://www.discogs.com/release/963575"", ""supports"": ""Compilation identity retained in the master; master references describe a release family.""}]",awaiting-owner-review,,,
